Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
WLTH,Wealthfront Corp.,10.1,1577.4,68,41,7,NA,NA,33.65,19.7,24.1,0,FINANCE,-9.8
SFM,Sprouts Farmers Market Inc.,70.79,6493.8,18,34,78,NA,NA,33.6,-12.1,-16.1,-42.3,RETAIL,38.4
GRBK,Green Brick Partners Inc.,66.21,2873.1,38,37,49,NA,NA,33.55,-11.3,4.4,-8.9,BUILDING,18
LXU,LSB Industries Inc.,11.04,811.4,50,37,34,NA,NA,33.55,-3,-26.4,31.7,AGRICULTURE,4.9
TNDM,Tandem Diabetes Care Inc.,16.87,1198.8,44,35,44,NA,NA,33.55,10.3,-29.3,27.4,MEDICAL,-97.9
BTDR,Bitdeer Technologies Group,12.97,3054.8,36,46,40,NA,NA,33.5,-27.7,48.9,-23.3,FINANCE,11.5
ECHO,EchoStar Corp.,93.46,27329.4,32,38,55,NA,NA,33.5,-14.4,-13.3,31.2,TELECOM,-111.7
IIIN,Insteel Industries Inc.,29.66,582.3,43,39,40,NA,NA,33.5,2,-6.7,-24.6,METALS,11.4
LSPD,Lightspeed Commerce Inc.,9.41,1264.7,37,41,45,NA,NA,33.5,0.1,4.2,-25.3,SOFTWARE,-9.2
NOMD,Nomad Foods Ltd.,10.66,1501.4,49,33,40,NA,NA,33.5,6.4,8.8,-22,FOOD/BEV,5.4
EFX,Equifax Inc.,158.87,18935,25,44,56,NA,NA,33.45,3.2,-13.6,-39.1,FINANCE,14
GSM,Ferroglobe PLC,4.18,796,53,36,31,NA,NA,33.45,6.9,2,-0.7,METALS,-25.9
LNT,Alliant Energy Corp.,65.61,17278.7,34,39,51,NA,NA,33.45,-10.1,-8.6,2.9,UTILITY,11.3
PTON,Peloton Interactive Inc.,4.97,2150.5,30,27,71,NA,NA,33.45,-13.9,22.7,-37.3,LEISURE,0
RKT,Rocket Cos. Inc.,12.29,35593.7,18,31,81,NA,NA,33.45,-14.8,-13.6,-41.9,FINANCE,-0.6
RRR,Red Rock Resorts Inc. Cl A,50.91,5543.8,22,35,71,NA,NA,33.45,-17,-12.5,-16.5,LEISURE,88.8
STRW,Strawberry Fields REIT Inc.,13.73,772.8,62,51,1,NA,NA,33.45,2.9,9.2,8.3,REAL EST,50
NNNN,Anbio Biotechnology,5.25,805.8,2,46,82,NA,NA,33.400000000000006,-68.4,-74.9,-87.6,MEDICAL,27.2
VVV,Valvoline Inc.,26.76,3452.5,13,35,82,NA,NA,33.400000000000006,-29.7,-19.9,-32.9,RETAIL,82
HSY,Hershey Co.,169.79,33821.9,29,35,62,NA,NA,33.4,-1.6,-20.2,-10.2,FOOD/BEV,18.9
VRDN,Viridian Therapeutics Inc.,22,2484.5,59,41,17,NA,NA,33.4,32.3,-20.7,12.1,MEDICAL,-40.5
CMP,Compass Minerals International Inc.,23.87,1003.3,43,32,48,NA,NA,33.35,-21.9,4.8,32,CHEMICAL,-29
IMKTA,Ingles Markets Inc. Cl A,82.74,1541.8,48,31,43,NA,NA,33.35,-5.4,-2,17.2,RETAIL,5.3
SANA,Sana Biotechnology Inc.,3.1,928,46,33,43,NA,NA,33.35,-1.6,-1,-5.8,MEDICAL,-118.7
SMA,SmartStop Self Storage REIT Inc.,32.57,1939.3,48,39,33,NA,NA,33.35,-0.3,1.8,-14.8,REAL EST,-0.2
CBRL,Cracker Barrel Old Country Store Inc.,45.06,978.1,77,29,9,NA,NA,33.3,-4.8,62.1,-1.6,RETAIL,10.3
HOG,Harley-Davidson Inc.,25.93,2757.9,64,38,14,NA,NA,33.3,1,50.8,-12.8,LEISURE,10.7
ARDT,Ardent Health Inc.,10.48,1509.2,68,37,10,NA,NA,33.25,17.6,16.1,-21.3,MEDICAL,11.2
CDRO,Codere Online Luxembourg S.A.,9,438.3,60,33,25,NA,NA,33.25,-11.8,10.6,28.8,LEISURE,5
CGBD,Carlyle Secured Lending Inc.,11.41,800.2,48,49,20,NA,NA,33.25,4.2,2.5,-15.4,FINANCE,6.7
SIM,Grupo Simec S.A.B. de C.V. ADR,26,5155.1,25,44,55,NA,NA,33.25,-13.7,-15.6,-4.9,METALS,2.5
ARVN,Arvinas Inc.,8.29,543.4,45,39,36,NA,NA,33.2,8.1,-23.9,7.4,MEDICAL,-16.2
CE,Celanese Corp.,45.41,5137.3,32,32,61,NA,NA,33.2,-11.2,-24.2,-0.2,CHEMICAL,-24.8
CPRT,Copart Inc.,29.28,27459.6,25,43,56,NA,NA,33.2,-3.1,-11.3,-35.6,RETAIL,16.2
POST,Post Holdings Inc.,76.57,3422.5,16,31,82,NA,NA,33.150000000000006,-13.4,-19.8,-26.2,FOOD/BEV,8.6
AURA,Aura Biosciences Inc.,6.44,683.4,57,34,27,NA,NA,33.15,1.6,-2.1,2.9,MEDICAL,-73.5
MRAM,Everspin Technologies Inc.,15.28,360.6,60,35,22,NA,NA,33.15,-43.6,63.6,88.2,CHIPS,-0.9
NATH,Nathan's Famous Inc.,98.98,401.3,46,33,42,NA,NA,33.15,-2.6,-1.5,-7.9,RETAIL,0
BATRK,Atlanta Braves Holdings Inc. Series C,50.57,3252.9,68,34,13,NA,NA,33.1,0.4,17.9,21.2,LEISURE,-4.5
WMT,Walmart Inc.,106.73,847244.8,29,37,58,NA,NA,33.1,-8.9,-12.5,3,RETAIL,23
ADTN,ADTRAN Holdings Inc.,7.2,578.5,10,35,84,NA,NA,33.05,-52.6,-38.5,-24.8,TELECOM,-30.5
CZR,Caesars Entertainment Inc.,29.64,6046.2,64,25,29,NA,NA,33.05,1.4,8.1,12.3,LEISURE,-13.1
LVS,Las Vegas Sands Corp.,39.98,26342,13,32,84,NA,NA,33.05,-17.9,-25.9,-24.9,LEISURE,72.7
BA,Boeing Co.,198.2,155702.9,29,35,60,NA,NA,33,-11,-3.8,-8.1,AEROSPACE/DEFENSE,289
NPB,Northpointe Bancshares Inc.,16.45,577.2,33,43,45,NA,NA,33,-7.8,-2.4,-11.3,BANKS,16.2
PDS,Precision Drilling Corp.,87.65,1112,66,38,10,NA,NA,33,4.7,-8.8,51.3,ENERGY,0.1
ACLS,Axcelis Technologies Inc.,109.32,3230.2,42,37,41,NA,NA,32.95,-41.7,27.5,13.1,CHIPS,11.7
VST,Vistra Corp.,140.67,48183.8,22,37,66,NA,NA,32.95,-14.1,-17.3,-33.1,UTILITY,17.7
BRR,ProCap Financial Inc.,3.76,304,74,36,2,NA,NA,32.9,155.8,36.2,-62.9,FINANCE,-13.8
LSTR,Landstar System Inc.,170.29,5808,47,31,42,NA,NA,32.9,-17.9,14.9,34.4,TRANSPORTATION,13
AMT,American Tower REIT,173.98,81813.3,35,46,38,NA,NA,32.85,-1.2,-3.7,-9.9,REAL EST,71.9
DTE,DTE Energy Co.,128.52,27143,27,38,58,NA,NA,32.85,-12.9,-12.6,-4.9,UTILITY,12.2
FIGR,Figure Technology Solutions Inc.,35.49,7563.8,58,31,28,NA,NA,32.85,24.3,5.4,-17.8,FINANCE,16.9
LPTH,Lightpath Technologies Inc. Cl A,9.9,708.1,37,40,43,NA,NA,32.85,-34.7,-15.2,56.4,ELECTRNCS,-19.7
CIM,Chimera Investment Corp.,10.87,920.8,17,35,74,NA,NA,32.8,-18.1,-16.9,-22.6,REAL EST,9
HELE,Helen of Troy Ltd.,26.84,641.5,68,32,14,NA,NA,32.8,1.4,77.9,15.6,CONSUMER,-72.5
OCUL,Ocular Therapeutix Inc.,9.99,2226.9,52,40,24,NA,NA,32.8,5.9,17.7,-21.4,MEDICAL,-54.9
PEG,Public Service Enterprise Group Inc.,69.77,35377.9,23,37,64,NA,NA,32.8,-12.7,-17.1,-14.1,UTILITY,12.8
ADMA,ADMA Biologics Inc.,9.11,2004.7,27,52,40,NA,NA,32.75,9.6,-38.7,-43.6,MEDICAL,35.6
AQST,Aquestive Therapeutics Inc.,4.61,584.9,54,37,25,NA,NA,32.75,-2.1,14.7,-6.7,MEDICAL,0
FVRR,Fiverr International Ltd.,8.5,314.2,12,43,70,NA,NA,32.75,-18.1,-19.4,-66.3,RETAIL,5.4
HGV,Hilton Grand Vacations Inc.,35.59,2887.5,15,32,80,NA,NA,32.75,-32.5,-13.8,-20.7,LEISURE,5.3
SMECF,SMC Corp.,419.02,26730.4,59,51,1,NA,NA,32.7,-7.6,1.2,28.6,MACHINE,8.5
TR,Tootsie Roll Industries Inc.,37.6,2871.5,42,35,42,NA,NA,32.65,3.8,-10.1,-5.5,FOOD/BEV,11
CNXC,Concentrix Corp.,27.87,1729.3,33,47,38,NA,NA,32.6,11.1,-9.5,-51.2,SOFTWARE,-37.8
FOR,Forestar Group Inc.,26.02,1333.1,38,34,48,NA,NA,32.6,-11.2,5.2,-3.9,REAL EST,10
TSCO,Tractor Supply Co.,32.21,17100.5,29,43,48,NA,NA,32.6,6.5,-29.9,-46.2,RETAIL,45.2
CAE,CAE Inc.,23.57,7767.1,28,31,64,NA,NA,32.55,-6,-14.3,-12.6,AEROSPACE/DEFENSE,6.3
CHA,Chagee Holdings Ltd. ADR,12.02,2327.3,46,33,39,NA,NA,32.55,3.2,9.3,-30.9,RETAIL,20.8
PDD,PDD Holdings Inc. ADR,78.9,110640.6,23,44,54,NA,NA,32.55,-0.8,-21.7,-40.7,RETAIL,26.7
WH,Wyndham Hotels & Resorts Inc.,68.06,5133.2,23,36,64,NA,NA,32.55,-19.2,-13.3,-18.1,LEISURE,34.5
ANGX,Angel Studios Inc.,5.27,915.1,80,22,10,NA,NA,32.5,64.7,59.2,-24,LEISURE,0
DELHY,Delivery Hero SE ADR,4.16,12888.1,75,34,1,NA,NA,32.45,-2.8,122.6,18.8,RETAIL,0
BH,Biglari Holdings Inc. Cl B,345.34,1119.8,63,29,22,NA,NA,32.4,3.8,15.1,11.5,RETAIL,-6.8
DEO,Diageo PLC ADR,85.59,48299.9,56,36,22,NA,NA,32.4,6.4,13.8,-12.8,ALCOHL/TOB/THC,15.8
GAP,Gap Inc.,20.54,7331,30,34,57,NA,NA,32.4,-2.9,-14.5,-10.8,RETAIL,23.1
SOHU,Sohu.com Ltd. ADR,12.57,350,27,45,47,NA,NA,32.4,1.5,-21.6,-20.1,SOFTWARE,35.9
VINP,Vinci Compass Investments Ltd.,9.32,610,28,44,47,NA,NA,32.4,-4.5,-9.6,-9.8,FINANCE,11.5
VOYG,Voyager Technologies Inc.,35.87,2233.7,70,26,17,NA,NA,32.4,-4.5,28.9,20.5,AEROSPACE/DEFENSE,-51.4
BXP,BXP Inc.,63.17,11157.7,44,39,33,NA,NA,32.35,-2.4,19.3,-18.8,REAL EST,5.2
IVA,Inventiva S.A. ADR,3.78,899.5,35,32,53,NA,NA,32.35,5.9,-36.6,-30.3,MEDICAL,0
NHI,National Health Investors Inc.,67.8,3399.9,28,39,53,NA,NA,32.35,-4.3,-20.4,-14.4,REAL EST,9.8
DMAC,Diamedica Therapeutics Inc.,6.85,369.4,59,35,19,NA,NA,32.3,17.1,-3.8,1.3,MEDICAL,-67.7
AAT,American Assets Trust Inc.,21.95,1358.9,52,37,25,NA,NA,32.25,-8.7,16,4.5,REAL EST,4.9
BC,Brunswick Corp.,67.55,4395.2,29,32,60,NA,NA,32.25,-19.2,-4.3,3.2,LEISURE,-7.7
PPC,Pilgrim's Pride Corp.,29.85,7038.5,33,40,45,NA,NA,32.25,9.3,-18.3,-27.9,FOOD/BEV,27.3
DKILY,Daikin Industries Ltd. ADR,13.14,38899,45,39,31,NA,NA,32.2,-11.2,6,10.2,BUILDING,9.3
FSNUY,Fresenius SE & Co. KGaA ADR,13.25,29532.1,62,46,1,NA,NA,32.2,17.4,0,-4.3,MEDICAL,8.1
HQ,Horizon Quantum Holdings Ltd.,13.54,729.2,33,35,51,NA,NA,32.2,-57.7,4.2,1.4,SOFTWARE,-188.7
JAN,Janus Living Inc.,30.34,9307.5,75,33,1,NA,NA,32.2,15.7,0,0,REAL EST,0
ODFL,Old Dominion Freight Line Inc.,173,36306.1,35,33,51,NA,NA,32.2,-21.7,-5.2,21.5,TRANSPORTATION,23.9
CALX,Calix Inc.,35.24,2212.6,17,38,67,NA,NA,32.15,-7.1,-30.9,-45,COMPUTER,2.2
KHC,Kraft Heinz Co.,24.43,29325.4,53,30,32,NA,NA,32.15,7.1,10.6,-6.3,FOOD/BEV,-12.9
APOG,Apogee Enterprises Inc.,36.8,786.7,39,31,48,NA,NA,32.1,-10.8,11.7,-13.6,BUILDING,10.8
NI,NiSource Inc.,40.58,19618.8,28,38,53,NA,NA,32.1,-14.1,-13,1,UTILITY,10.2
RLMD,Relmada Therapeutics Inc.,4.12,448,27,31,63,NA,NA,32.1,-38.8,-33.7,149.7,MEDICAL,-94
TME,Tencent Music Entertainment Group ADR,7.76,11890.7,10,40,73,NA,NA,32.1,-11.1,-24.7,-69.3,INTERNET,14.8
MSTR,Strategy Inc.,153.92,50813.8,57,47,5,NA,NA,32,36.8,9.5,-55.9,FINANCE,-11.1
SUHJY,Sun Hung Kai Properties Ltd. ADR,13.73,39963.5,41,31,45,NA,NA,32,-4.5,-21.9,12.9,REAL EST,3.4
HYMC,Hycroft Mining Holding Corp.,21.4,2004.3,47,28,41,NA,NA,31.950000000000003,-17.7,-40.9,270.9,MINING,-45.1
BLBD,Blue Bird Corp.,60.43,1925.6,42,45,26,NA,NA,31.95,-18.3,12.1,0.5,TRANSPORTATION,61.6
DSNKY,Daiichi Sankyo Co. Ltd. ADR,18.9,34267.8,59,48,1,NA,NA,31.95,12.4,1.3,-23,MEDICAL,17.3
HBAN,Huntington Bancshares Inc.,15.88,32084.2,36,43,36,NA,NA,31.95,-5.8,5.1,-11.1,BANKS,10
GOLF,Acushnet Holdings Corp.,80.55,4762.9,28,34,57,NA,NA,31.9,-25.2,-14.4,6.6,LEISURE,24.3
SGML,Sigma Lithium Corp.,9.97,1018.9,30,32,57,NA,NA,31.9,-27,-5.2,67.8,MINING,-67.4
UDR,UDR Inc.,33.9,17863.2,30,36,52,NA,NA,31.9,-9.7,-4.1,-9.1,REAL EST,11.2
BAM,Brookfield Asset Management Ltd. Cl A,46.06,74447.5,36,45,33,NA,NA,31.85,-2.9,4.8,-23.1,FINANCE,43.7
CLPT,ClearPoint Neuro Inc.,13.83,419.1,69,32,8,NA,NA,31.85,-22.2,44,21.9,MEDICAL,-95.6
GPOR,Gulfport Energy Corp.,159.7,2854,31,50,33,NA,NA,31.85,-0.6,-19.1,-7.8,ENERGY,23.9
SBAC,SBA Communications Corp.,178.59,19215.7,32,41,43,NA,NA,31.85,-4.4,-2.4,-10.2,REAL EST,0
SGI,Somnigroup International Inc.,63.36,14974.8,16,36,69,NA,NA,31.8,-15.6,-16.2,-26.3,CONSUMER,20.9
WMMVY,Wal-Mart de Mexico S.A.B. de C.V. ADR,26.84,46912.1,24,32,64,NA,NA,31.8,-7.5,-15.2,-13,RETAIL,21.4
GIS,General Mills Inc.,36.32,19599.5,40,31,45,NA,NA,31.75,8.7,-3.4,-27.1,FOOD/BEV,-1.1
TRUP,Trupanion Inc.,25.07,1124.5,35,40,40,NA,NA,31.75,6.5,-2.4,-44.1,INSURANCE,5.5
NXT,Nextpower Inc.,80.47,12648.2,18,32,71,NA,NA,31.700000000000003,-36.1,-30.3,14.2,ENERGY,29.6
SOFI,SoFi Technologies Inc.,16.96,21608,25,41,51,NA,NA,31.700000000000003,-5.3,-1.3,-39.7,FINANCE,5.7
GTN,Gray Media Inc.,4.44,487.6,54,32,26,NA,NA,31.7,17.2,0.2,-19.4,MEDIA,-3
KRNT,Kornit Digital Ltd.,15.38,660.8,55,31,26,NA,NA,31.7,-8.2,8.3,3.7,MACHINE,-1.9
LMRI,Lumexa Imaging Holdings Inc.,11.08,1106.8,55,35,21,NA,NA,31.7,17.7,-11.6,0,MEDICAL,-12.6
TCPC,BlackRock TCP Capital Corp.,4,335.6,50,40,21,NA,NA,31.7,17.3,12.4,-39.8,FINANCE,-12.9
NVTS,Navitas Semiconductor Corp.,11.43,2908.6,43,30,42,NA,NA,31.65,-52.4,26.2,69.8,CHIPS,-29.5
VZLA,Vizsla Silver Corp.,4.08,1419.1,64,41,2,NA,NA,31.65,14.9,21.4,10.3,MINING,-10.6
FIZZ,National Beverage Corp.,31.6,2963.9,25,51,38,NA,NA,31.6,-12.9,-8,-18.1,FOOD/BEV,34
KT,KT Corp. ADR,19.38,9318.2,50,42,18,NA,NA,31.6,5.8,-11.9,-3,TELECOM,10.5
CWCO,Consolidated Water Co. Inc.,28.2,456,27,32,59,NA,NA,31.55,-5.7,-10.5,-18.3,UTILITY,8.6
DEC,Diversified Energy Co.,13.73,1098.2,46,41,24,NA,NA,31.55,5.6,-8.2,-3.6,ENERGY,47.6
NPSNY,Naspers Ltd. ADR,8.89,33729.7,15,40,64,NA,NA,31.55,-13.7,-18.1,-37.2,MEDIA,22
BBWI,Bath & Body Works Inc.,17.4,3466.3,19,35,65,NA,NA,31.5,-15.4,-12.9,-33.8,RETAIL,0
ENOV,Enovis Corp.,18.04,1026.5,13,29,80,NA,NA,31.5,-17.9,-21.4,-45.6,MEDICAL,-58.4
ANNX,Annexon Inc.,4.23,790.5,41,32,41,NA,NA,31.450000000000003,-13.7,-22,60.2,MEDICAL,-81.9
UPS,United Parcel Service Inc. Cl B,99.06,85222.8,44,33,36,NA,NA,31.45,-5.5,2.3,16.5,TRANSPORTATION,33.8
ZGN,Ermenegildo Zegna N.V.,12.29,7057.8,54,31,26,NA,NA,31.45,-11.4,29.2,27,CONSUMER,10.3
ARWR,Arrowhead Pharmaceuticals Corp.,66.48,9568.6,54,38,17,NA,NA,31.4,-18.7,17.2,111,MEDICAL,-0.5
INGR,Ingredion Inc.,97.33,6244,32,32,52,NA,NA,31.4,-0.6,-12.6,-21.5,FOOD/BEV,18
PEP,PepsiCo Inc.,129.75,182431.4,25,31,62,NA,NA,31.4,-8.6,-15.5,-7.8,FOOD/BEV,42.9
PPG,PPG Industries Inc.,104.52,23441.5,35,33,47,NA,NA,31.4,-11.6,3.7,-4.1,BUILDING,21.3
SHAK,Shake Shack Inc. Cl A,54.88,2391.2,16,28,77,NA,NA,31.4,-7.1,-37,-44.6,RETAIL,9.2
BGSI,Boyd Group Services Inc.,81.45,2259,10,25,88,NA,NA,31.35,-11.8,-41.9,-52.2,RETAIL,1.4
CRRFY,Carrefour S.A. ADR,3.83,14034.1,67,36,3,NA,NA,31.35,8.1,6,34.1,RETAIL,9.2
DRVN,Driven Brands Holdings Inc.,12.28,2022.7,35,28,53,NA,NA,31.35,-3.2,15.7,-27.3,RETAIL,19.1
LADR,Ladder Capital Corp. Cl A,9.43,1210.3,29,34,53,NA,NA,31.35,-7.5,-5.5,-17.1,REAL EST,4.3
CBRS,Cerebras Systems Inc.,198.37,43458,32,42,39,NA,NA,31.3,-15.5,0,0,CHIPS,14.2
CHTR,Charter Communications Inc. Cl A,128.17,23355.1,14,36,69,NA,NA,31.3,1.5,-38.7,-51.1,TELECOM,31.5
UA,Under Armour Inc. Cl C,4.8,2108,29,21,69,NA,NA,31.3,-18.2,-19.2,-0.8,CONSUMER,-30
DOO,BRP Inc.,58.01,4185.6,34,35,45,NA,NA,31.25,-2.5,-6.6,-8.5,LEISURE,80.3
SVRA,Savara Inc.,5.37,1113.6,57,36,15,NA,NA,31.25,-2.4,6.5,49.2,MEDICAL,-63.5
KTB,Kontoor Brands Inc.,66.36,3581.5,26,34,56,NA,NA,31.200000000000003,-15.1,-3.9,-19.1,CONSUMER,47.1
TOL,Toll Brothers Inc.,133.06,12377.2,30,34,51,NA,NA,31.200000000000003,-14.5,-2.8,-4.8,BUILDING,16.9
GRNT,Granite Ridge Resources Inc.,4.9,651.6,47,48,12,NA,NA,31.15,4.5,-7.4,-12.5,ENERGY,3.9
XFOR,X4 Pharmaceuticals Inc.,3.58,347,36,35,42,NA,NA,31.15,-15.2,-11.6,10.5,MEDICAL,-76
BNTX,BioNTech SE ADR,96.06,24783.8,59,39,8,NA,NA,31.1,5.7,6.7,-0.3,MEDICAL,-6
CVLG,Covenant Logistics Group Inc. Cl A,33.8,862.8,60,26,23,NA,NA,31.1,-20.7,33.7,47.7,TRANSPORTATION,1
GLOB,Globant S.A.,35.59,1629.2,22,40,53,NA,NA,31.1,15.8,-19.6,-37.8,BUSINS SVC,5.1
BF.A,Brown-Forman Corp. Cl A,26.52,12218.9,47,38,24,NA,NA,31.05,-0.5,14.2,-5.2,ALCOHL/TOB/THC,17.8
POR,Portland General Electric Co.,47.24,5652.2,39,34,39,NA,NA,31.05,-5.9,-9.9,10.9,UTILITY,7.7
RXO,RXO Inc.,20.26,3323.3,55,30,24,NA,NA,31.05,-20.2,51.4,16.1,TRANSPORTATION,-6.3
OC,Owens Corning,123.9,9841.6,51,29,30,NA,NA,31,-3.3,14.9,-16.1,BUILDING,-4.2
PTCT,PTC Therapeutics Inc.,65.37,5675.3,35,37,40,NA,NA,31,-17.2,-2.4,4,MEDICAL,0
SATL,Satellogic Inc.,5.11,847.1,69,27,10,NA,NA,31,-15.3,72.6,43.9,AEROSPACE/DEFENSE,-127.6
EQPT,EquipmentShare.com Inc. Cl A,18.03,4662.4,16,31,71,NA,NA,30.950000000000003,-31.5,-26.5,0,FINANCE,4.3
FG,F&G Annuities & Life Inc.,23.1,3071.7,24,35,56,NA,NA,30.950000000000003,-16,-2.4,-31.3,INSURANCE,6.1
AUXX,Gold X2 Mining Inc.,6.04,610.6,70,33,1,NA,NA,30.95,9,-9.3,244.1,MINING,-29.8
COGT,Cogent Biosciences Inc.,31.5,5759.3,48,31,31,NA,NA,30.95,-8.8,-8.4,147.6,MEDICAL,-73.7
CRC,California Resources Corp.,54.07,4833.6,43,43,22,NA,NA,30.9,-2.2,-15.8,-6.1,ENERGY,10.1
COIN,Coinbase Global Inc.,194.25,45899.7,46,51,8,NA,NA,30.85,19,-4,-43.4,FINANCE,10.1
CRTO,Criteo S.A.,16.7,828.1,32,32,49,NA,NA,30.8,-4.2,-6,-24.3,BUSINS SVC,13.2
SPIR,Spire Global Inc.,11.4,493.2,37,23,54,NA,NA,30.8,-39.9,6.1,13.2,AEROSPACE/DEFENSE,101.1
SSMR,Sunshine Silver Mining & Refining Co.,17.18,2362.9,66,34,4,NA,NA,30.8,25.5,0,0,MINING,-157.2
FUL,H.B. Fuller Co.,49.41,2711.4,19,28,70,NA,NA,30.75,-23.8,-5.1,-19.8,CHEMICAL,7.9
GMRS,GMR Solutions Inc.,12.53,683.9,51,36,20,NA,NA,30.75,-5.4,0,0,MEDICAL,25.5
IDR,Idaho Strategic Resources Inc.,28.63,460.1,17,42,55,NA,NA,30.75,-19.2,-6,-1.9,MINING,22.9
TIC,TIC Solutions Inc.,9.06,1964,57,38,10,NA,NA,30.75,7.6,18.1,-32.6,BUSINS SVC,-5.2
