Symbol
DELL
PAYS
CDNA
PBF
ETON
LFST
IOVA
OMER
CLMT
ECO
MPC
VLO
CRSR
DINO
HPE
PARR
KRT
AYA
RNG
DK
MTW
FET
FEIM
FRO
OKTA
TNK
UGP
CXW
PSX
AVAH
NAT
LILA
NEO
ATRC
SGMT
LPG
TEN
CMBT
INSW
ANF
LILAK
MRX
ZETA
SLDE
CVI
NTRA
HALO
NMM
RDVT
HSHP
SB
AUGO
OSCR
ROKU
SENEA
OBIO
JILL
DHT
GCT
OPY
AVT
VWDRY
SENEB
HAFN
CHMG
SM
NTOIY
TX
CBNA
PR
HRTG
FMAO
KARO
TRMD
JXN
IQV
CF
TEAM
SBLK
CFFI
SFL
MU
NEM
PAYC
DAR
MXL
IBEX
KSPI
MTLS
ATRO
HRMY
PAGP
SNDK
NIQ
FSM
PD
QLYS
EVVTY
RBRK
INCY
YPF
GLNCY
TLX
VSTS
HMY
AU
BOX
FFIV
EXEL
WRLD
VOXR
APPN
IPAR
DCBO
IMPUY
PANL
HCC
NMIH
AEM
TILE
BVN
RAMP
B
COKE
ODC
FHI
