#,Symbol,Name,Company Description,Days Vol Short 2 Periods Ago,Days Vol Short 1 Period Ago,Days Vol Short Current,Pr Wk High($),Index % Chg 5 Days,% New Lows in Group,# New Lows in Group,# New Highs in Group,Ind Mkt Val (bil),Short Volume,Ex-Dividend Date,Expected X Dividend Amount,A/D Rating - Pr Wk,IBD Big Cap 20,IBD 85-85 Index,IBD New America,IBD 50,Liab to Assets Lss Ind Median,LT Debt to Working Cap,EV to FCF,Yield %,Current Ratio,Price to CF,Dividend-Adjusted PEG,PEG,P/E Percent Rank,P/E vs S&P 500 P/E (%),Forward P/E,Pre-tax Margins,50 Day ATR %,30 Day ATR %,Avg Sales % Chg 6Q,Avg Sales % Chg 5Q,Avg Sales % Chg 4Q,Sales Growth 5 Yr,Sales Growth 3 Yr,Sales Accel 3 Qtrs,EPS Lst Yr Gtr EPS 4 Yrs Ago,Avg EPS % Chg 6Q,Avg EPS % Chg 3Q,Avg EPS % Chg 4Q,Avg EPS % Chg 5Q,EPS % Growth 5 Yr Pct Rnk,EPS % Growth 5 Yr,EPS % Growth 3 Yr,EPS % Growth 1 Yr,Sustainable Growth %,EPS Accel 3 Qtrs,RS Line New Low,% Chg YTD,Current Price,Industry Name,State,% New Highs in Group,Ind Grp Rnk 6 Mo Ago,3-Yr EPS Growth Geq 5-Yr,Avg True Range,Debt %,Sales Accel 2 Qtrs,Number of Stocks,P/E,Shrt Int % Chg,Shrt Int % of Float,52-Wk Low,52-Wk High,Ind Grp Rnk 3 Mo Ago,Ind Grp Rnk Last Week,Trl 26 Wk % Perf vs S&P 500,EPS Trailing 4 Qtrs,EPS Trl 4Q Gtr EPS 4 Yrs Ago,Earnings Stability,Price % Chg,% Off High,RS Rating,RS 3-Month Rating,Comp Rating,Beta,50-Day Avg $ Vol (1000s),Market Cap (mil),21 Day ATR %,Shares (1000s),Price vs 200-Day,Vol % Chg vs 50-Day,% Chg 1 Month,% Chg 3 Months,Ind Group RS,% Chg 6 Months,SMR Rating,EPS Rating,Ind Group Rank,A/D Rating,EPS Surprise,EPS Est Cur Yr %,EPS Est Next Yr %,Price vs 50-Day,Price vs 10-Day,Price vs 21-Day,P/E Ratio Rank in Grp,Annual Sales (mil),EPS % Chg 1 Yr Ago,Sales % Chg Lst Qtr,EPS % Chg Lst Yr,EPS Lst Rptd,Avg Sales % Chg 2Q,50-Day Avg Vol (1000s),10 Day > 21 Day > 50 Day,Price $ Chg,EPS Est Cur Qtr %,Volume (1000s),IPO Date,ETF/Closed-End Fund,Number of Funds,Incorp Date,ADR,ETF,AT Margin Accel,Price to Sales,Daily Closing Range,RS Line Within 5% of New High,EPS % Chg Last Qtr,Up/Down Vol,EPS % Chg 1 Q Ago,Sales % Chg Lst Yr,Exchange,RS Line New High,RS 6-Month Rating,50-Day > 150-Day > 200-Day,Price to Book,P/E Lss 5-Yr Avg,Weekly Closing Range,Shares in Float (1000s),EPS % Chg 2 Q Ago,EPS % Chg 3 Q Ago,Avg EPS % Chg 2Q,Avg Sales % Chg 3Q,EPS Trl 4Q Geq EPS Lst Fiscal Yr,EPS % Chg Lst Q Gtr 3-Yr Growth,Price vs 150-Day,Funds % Increase,Sector,% Chg Cur Week,City,New CEO 12 Months,Funds %,Enterprise Val (mil),Current day's Volume greater than previous 5 days' Volume,Current day's Volume greater than previous 10 days' Volume,Current day's Volume greater than previous 20 days' Volume,% Chg 12 Months,Vol % Chg vs 10-Week,EPS Due Date,ROE,AT Margin,timestamp,symbol,C_Score,A_Score,N_Score,S_Score,L_Score,I_Score,M_Score,CANSLIM_Score,Momentum_Score,Quality_Score,EPS_Accel,Sales_Accel,Setup_Type
9119,PAYC,Paycom Software Inc.,NA,3.6,3.6,2.6,244.98,-2.9,7,8,1,5719.1,2640709,08/23/2026,0,A+,No,Yes,No,Yes,No,2.37,11.6,0.6,1.02,19.15,1.14,1.18,66,96.23,18,30.2,4.77,4.94,NA,9.5,9.3,18,11,No,Yes,17.4,17.7,17.3,19.3,30,19,11,15,23,Yes,No,45.4,231.67,Comp Sftwr - Enterprise,NA,0.9,126,No,9.41,3.6,Yes,114,22,-26.3,7,104.9,244.98,88,3,53,10.32,Yes,8,-3.68,-5.43,92,93,99,1.24,152584,10462.4,4.41,44285.3,55.2,-19.7,32.2,69,NA,72.7,NA,88,8,A,17,31,15,27.2,-1.6,2.3,38,2051.7,6,10,13,NA,8.8,860,Yes,-8.85,45,662,NA,No,768,NA,No,No,No,4.79,0,No,35,1.9,13,9,New York Stock Exchange,No,96,No,17.96,Yes,95,37964.1,6,16,23.7,9.3,Yes,Yes,58.2,-7.4,SOFTWARE,-2.9,NA,No,62,10182.7,No,No,No,3.2,-23.6,NA,27.4,20.2,2026-09-04,PAYC,15,8,5,0,12,10,10,60,114.66666666666667,55,TRUE,FALSE,Pullback to 10SMA
10061,TEAM,Atlassian Corp. Cl A,NA,3.1,3.4,2.5,198.6,-0.4,7,8,1,5719.1,11745304,NA,0,A+,Yes,Yes,No,No,No,-3.11,14.9,0,0.76,36.45,1.04,1.04,79,0,34,0.3,7.14,7.19,NA,25.1,25.8,24,22,No,Yes,48.5,66.1,58.3,56.4,16,31,53,60,-4,Yes,No,16.9,189.58,Comp Sftwr - Enterprise,NA,0.9,126,Yes,9.6,111.9,No,114,32,-26,7.5,56.01,198.6,88,3,112,5.88,Yes,18,-2.62,-4.54,92,98,99,1.71,580917,49281.1,6.94,159005.2,73.5,-44.7,71.9,86.8,NA,146.8,NA,99,8,A+,24.5,-6,22,50.6,3.4,10.1,30,6572.3,26,28,59,NA,29.7,4598,Yes,-5.1,38,2474,NA,No,1680,NA,No,No,No,4.59,0,No,91,2.6,80,26,NASDAQ,No,99,No,45.39,Yes,95,156956.9,27,35,85.6,27.5,Yes,Yes,97.4,-6,SOFTWARE,-0.4,NA,No,52,49274.4,No,No,No,12.8,-32.5,NA,-4.5,7.9,2026-09-04,TEAM,27,15,5,0,12,10,10,79,116.33333333333333,15,TRUE,TRUE,Earnings Accelerator
8109,JXN,Jackson Financial Inc.,NA,5.8,5.3,5.2,140.88,4.8,0,0,5,2444.1,3370735,09/14/2026,0.9,D+,No,Yes,No,No,-,0.13,1.9,2.7,0,1.74,0,0,7,755.1,5,-1.7,3.02,2.79,NA,145.1,215.8,-9,33,No,No,23.2,31,31.7,23.7,-,-8,20,29,0,No,No,31.9,140.63,Insurance,NA,3.9,90,Yes,3.61,22,Yes,129,6,-2.3,5.5,89.67,140.88,92,45,14,25.22,Yes,38,0.92,-0.18,92,93,97,1.46,73006,9285.6,2.52,67728.7,24.9,-22.5,5.3,32.7,NA,22.5,NA,90,48,A-,27.6,19,17,12.8,4.3,5.6,94,6683,46,136,21,NA,56.5,600,Yes,1.28,18,839,NA,No,641,NA,No,No,No,1.47,0,Yes,50,1.4,1,104,New York Stock Exchange,Yes,93,Yes,1.02,-,100,61714.6,42,34,25.4,298.9,Yes,Yes,22.8,-5.5,INSURANCE,4.8,NA,No,59,5667.6,Yes,Yes,Yes,43.3,-15.1,NA,0.3,389.9,2026-09-04,JXN,25,12,10,5,12,10,10,84,109,25,TRUE,FALSE,Breakout
7013,DSEEY,Daiwa Securities Group Inc. ADR,NA,0,0,0,12.15,3.9,2.7,1,1,619.9,0,03/30/2026,0,A+,No,No,No,No,No,0.38,0,2.5,1.33,5.68,0.89,1.06,39,51.42,12,17.8,1.37,1.22,NA,5.1,5.9,16,9,No,Yes,23.1,4.2,16.3,23.6,16,13,32,3,6,No,No,38.5,12.11,Finance-Invest Bnk/Bkrs,NA,2.7,131,Yes,0.14,163.2,Yes,37,14,0,0,7.37,12.15,119,19,11,0.88,Yes,28,0.5,-0.33,91,91,99,0.09,330,16161.4,1.15,1569378.8,22.9,-55.7,8.1,26.4,NA,29.4,NA,87,15,A+,6.4,12,2,8.5,4.5,6.2,62,9191.3,42,21,3,NA,10.9,30,Yes,0.06,31,12,NA,No,0,NA,Yes,No,No,1.93,0,Yes,41,2.3,-14,9,US OTC,No,90,Yes,1.52,-,100,0,-14,53,13.5,7.4,Yes,Yes,19.1,0,FINANCE,3.9,NA,No,0,-60739.6,No,No,No,55.6,-44.2,NA,10.5,12.9,2026-09-04,DSEEY,20,0,7,0,12,0,10,49,100.66666666666667,30,TRUE,TRUE,Momentum Leader
7281,FBIZ,First Business Financial Services Inc.,NA,3.5,3.3,3.6,73.05,2.8,0,0,9,510.9,222049,08/11/2026,0,B,No,Yes,No,No,No,-0.05,8.5,1.9,0.06,9.11,0.86,1.01,26,43.4,11,21.7,2.51,2.53,NA,9.9,10.3,10,9,Yes,Yes,18.6,12.6,18.7,16.9,67,11,16,13,11,Yes,No,34.1,72.83,Banks-Regional,NA,3.4,85,Yes,1.76,36.9,Yes,268,11,11.7,2.9,46.07,73.48,47,56,22,6.56,Yes,7,1.1,-0.88,91,88,99,0.63,4376,602.9,2.15,8368.3,23.2,-58.5,1.3,26.2,NA,32.8,NA,87,39,A,18.1,10,6,7,2.9,3.2,75,168.4,20,14,14,NA,11.1,65,Yes,0.79,-2,26,NA,No,224,NA,No,No,No,3.43,0,Yes,36,1.7,9,7,NASDAQ,No,90,Yes,1.59,-,100,7693.3,-8,37,22.7,8.3,Yes,Yes,20.4,-1.3,BANKS,2.8,NA,Yes,41,822.2,No,No,No,39.2,-27.2,NA,14.1,20.9,2026-09-04,FBIZ,20,0,7,0,12,10,10,59,99.66666666666667,35,TRUE,FALSE,Momentum Leader
7954,ING,ING Groep N.V. ADR,NA,0.3,0.3,0.6,37.3,5.5,0,0,3,2195.6,1943040,08/09/2026,0,D-,No,Yes,No,No,No,-0.34,0,3.2,0.19,615.58,0.6,0.69,40,54.07,12,14.5,1.76,1.66,NA,10,11,6,6,No,Yes,18.7,29.9,24.5,21.6,6,20,10,23,8,No,No,32.8,37.18,Banks-Foreign,NA,7.1,78,No,0.57,240.1,Yes,42,14,63.8,0.1,23.63,37.3,104,54,26,2.68,Yes,18,0.24,-0.31,91,89,99,0.95,78469,101191.7,1.3,2873308.8,24.7,-41.6,5.2,21.3,NA,36.4,NA,88,23,B+,6.4,14,17,9.1,4,4.7,38,27479.6,-8,11,23,NA,8.7,2381,Yes,0.09,12,1375,NA,No,73,NA,Yes,No,No,3.87,0,Yes,22,0.9,19,-3,New York Stock Exchange,Yes,91,Yes,1.85,-,100,2812385,49,8,20.3,12.6,Yes,Yes,21.7,1.4,BANKS,5.5,NA,No,0,327527.1,No,No,No,52.7,-45.6,NA,12.9,31,2026-09-04,ING,15,12,10,0,12,0,10,59,100,25,FALSE,FALSE,Momentum Leader
8815,NMR,Nomura Holdings Inc. ADR,NA,1.2,1.5,1.5,10.71,3.4,2.7,1,1,619.9,1693080,03/30/2026,0,C+,No,Yes,No,No,Yes,1.21,-82.2,2.7,1.41,-4.24,0.34,0.36,31,48.33,11,11.3,2.18,2,NA,12,12.3,7,-1,No,Yes,20,5.3,8.4,10.2,17,33,55,4,7,No,No,26.9,10.65,Finance-Invest Bnk/Bkrs,NA,2.7,131,No,0.2,483.7,Yes,37,12,-0.2,0.1,6.71,10.71,119,19,24,0.89,Yes,35,0.28,-0.61,91,91,99,0.86,8506,29163,1.7,3088562.5,22.6,-28.8,9.3,23.1,NA,29.9,NA,87,15,A,31.8,19,0,9.6,4.4,6.8,78,13614.1,130,26,-2,NA,16.1,887,Yes,0.03,6,636,NA,No,53,NA,Yes,No,No,2.22,0,Yes,43,1.6,-14,2,New York Stock Exchange,No,91,Yes,1.32,-,100,2922455.2,-14,18,14.7,12.8,Yes,No,21,3.9,FINANCE,3.4,NA,No,1,229407.5,No,No,No,48.7,-27.5,NA,10.3,10.6,2026-09-04,NMR,22,0,7,0,12,0,10,51,100.66666666666667,30,TRUE,TRUE,Momentum Leader
10473,VWDRY,Vestas Wind Systems A/S ADR,NA,0,0,0,11.24,1.8,3,2,0,692,0,04/09/2026,0,A-,No,No,No,No,No,-4.14,16.5,0.2,0.97,12.76,1.02,1.03,72,100.73,20,5.5,2.91,3.11,NA,17.5,16.7,6,15,Yes,Yes,291.5,455.4,377.3,325.8,13,25,125,66,20,Yes,No,22.9,11.02,Energy-Alternative/Other,NA,0,39,No,0.3,67,Yes,66,26,0,0,5.92,11.24,61,125,22,0.43,Yes,99,-0.81,-1.96,91,90,95,0.85,1857,32489,3.18,2986714.4,19.5,-42.6,23.3,22.6,NA,32.1,NA,74,101,A,82.4,69,24,14.2,0.8,4.2,55,22195.8,505,24,73,NA,21.4,196,Yes,-0.09,39,112,NA,No,8,NA,Yes,No,No,1.39,0,No,826,1.5,540,14,US OTC,No,86,Yes,7.18,Yes,99,0,0,143,682.9,19.4,Yes,Yes,18.1,33.3,ENERGY,1.8,NA,No,0,30603.1,No,No,No,73,-52.4,NA,21.4,5.9,2026-09-04,VWDRY,30,15,5,0,12,0,7,69,102,25,TRUE,TRUE,Pullback to 10SMA
8630,MSADY,MS&AD Insurance Group Holdings Inc. ADR,NA,0,0,0,33.59,4.5,0,0,5,2444.1,0,03/30/2026,0,A,No,No,No,No,Yes,0.39,0,2.3,6.52,7.86,0.25,0.27,18,33.47,15,9.9,1.25,1.12,NA,3.1,-0.5,3,6,No,Yes,49.9,24,20.8,18.9,97,33,69,20,7,No,No,42.2,33.42,Insurance,NA,3.9,90,Yes,0.35,14.8,No,129,9,0,0,20.36,33.59,92,45,13,3.73,Yes,47,0.12,-0.51,90,91,99,0.04,1927,47557.2,1.12,1492551.8,25.5,-28.2,11.1,25.9,NA,30.5,NA,93,48,A+,205.7,-22,18,12.1,3.8,6.5,69,48079.3,109,-19,7,NA,-9.7,66,Yes,0.04,-54,44,NA,No,3,NA,Yes,No,No,1.09,0,Yes,37,0.8,17,13,US OTC,Yes,90,Yes,1.17,Yes,99,0,17,11,27.3,-6.6,Yes,No,21,0,INSURANCE,4.5,NA,No,0,48241.3,No,No,No,44.2,-49.8,NA,10.1,15.1,2026-09-04,MSADY,15,8,10,0,12,0,10,55,103.33333333333333,50,TRUE,FALSE,Momentum Leader
9564,RPRX,Royalty Pharma PLC,NA,3.1,3,3.6,64.38,5.1,0,0,2,1433.5,11606728,08/13/2026,0,D+,No,Yes,No,No,No,8.11,14,1.5,2.8,13.91,0.79,0.87,40,133.07,14,55.7,2.35,2.27,NA,12.9,11.3,8,10,No,Yes,11.2,38.7,18.1,18.2,19,16,-3,23,9,No,No,65.5,63.96,Medical - Profitable Biotech,NA,3.8,49,No,1.35,132.6,No,53,14,20.1,2.8,34.08,64.38,81,53,26,4.6,Yes,29,0.13,-0.65,90,87,98,0.45,165055,36291.5,2.34,445277.3,29.9,23.1,11.9,16.4,NA,34.7,NA,86,38,B+,3.8,10,8,8.5,2.7,5.4,66,3254,-8,6,17,NA,8.3,2846,Yes,0.08,128,3403,NA,No,1892,NA,No,No,No,8.41,0,Yes,16,1.5,73,5,NASDAQ,Yes,90,Yes,4.17,-,100,416917.8,27,-44,44.4,11.5,No,Yes,21.9,6.7,MEDICAL,5.1,NA,No,54,36431,No,No,No,74.5,-6.8,NA,11.5,2.6,2026-09-04,RPRX,10,12,10,0,12,10,10,64,98.66666666666667,35,FALSE,FALSE,CANSLIM Growth
9650,SBLK,Star Bulk Carriers Corp.,NA,0.8,1.5,1.7,32.88,6.4,2.1,1,13,80.5,2147364,08/20/2026,0,B,No,Yes,No,No,No,3.07,11.2,6.2,1.91,12.64,0,0,31,49.57,7,8.2,3.28,3.32,NA,9.7,20.3,-6,1,Yes,No,289.4,663.7,482.7,368.9,20,-28,-22,194,1,Yes,No,68.7,32.42,Transportation-Ship,NA,27.1,11,Yes,0.96,39.7,Yes,48,12,9.9,2.5,16.72,32.88,36,10,23,2.7,No,62,1.73,-1.4,90,92,98,0.81,38958,3548.9,3.09,111530.1,32.3,8.1,14.9,19.4,NA,26.5,NA,86,4,A,26.9,367,-6,15.3,4.5,7.7,34,768.5,43,62,-63,NA,48,1385,Yes,0.55,361,1445,NA,No,132,NA,No,No,No,3.88,0,Yes,1000,2.1,900,-18,NASDAQ,Yes,92,Yes,1.47,-,100,83190.5,91,-61,950,34.2,Yes,Yes,24.5,11.9,TRANSPORTATION,6.4,NA,No,26,4276.3,No,No,No,69.6,-7.6,NA,3.4,40.6,2026-09-04,SBLK,35,15,10,0,12,10,10,92,103.33333333333333,30,TRUE,TRUE,Earnings Accelerator
7211,ESTC,Elastic N.V.,NA,3.3,2.8,3.3,108,-8.1,5,1,0,523.4,6338244,NA,0,A+,No,Yes,No,Yes,Yes,0.79,17.2,0,1.71,30.11,0.55,0.55,80,100.48,26,-0.1,5.59,5.93,NA,16.9,16.2,20,17,No,Yes,44.3,20.8,17.7,28.4,14,62,54,18,33,No,No,21.7,91.81,Computer Sftwr-Database,NA,0,137,No,4.65,45.8,No,20,34,20.6,7.1,42.05,108,27,69,56,2.68,Yes,30,-4.49,-14.99,90,96,96,1.74,179239,10092.8,6.35,104991.3,43.8,-11.8,29.2,41.1,NA,77.1,NA,92,62,A,19.8,-2,18,27.8,2.7,7.2,29,1739.3,71,15,68,NA,15.6,2370,Yes,-4.32,26,1957,NA,No,652,NA,No,No,No,5.35,0,No,17,1.6,30,17,New York Stock Exchange,No,97,No,7.44,-,90,90458.3,16,8,23.2,16.3,No,No,52.5,8.8,SOFTWARE,-8.1,NA,No,65,8624.6,No,No,No,8.4,56.2,NA,33.4,-3.5,2026-09-04,ESTC,15,8,5,0,12,10,10,60,109,45,FALSE,FALSE,CANSLIM Growth
6566,CF,CF Industries Holdings Inc.,NA,3.2,3,3.6,141.27,6,0,0,0,105.2,9233730,08/13/2026,0,C,Yes,Yes,No,No,Yes,1.51,11,1.9,4.86,7.86,0.88,1.07,20,38.66,10,31.6,3.91,4.12,NA,20.2,20.2,-2,0,No,Yes,69.6,84,80.8,65.2,13,9,7,83,25,No,No,72.4,133.35,Chemicals-Agricultural,NA,0,17,No,5.08,72.9,No,15,10,18.1,6.1,75.42,141.96,86,80,1,13.85,No,63,-3.24,-6.07,89,83,99,0.37,294448,20855.9,4.39,151338.1,23.4,21.7,12.9,13.5,NA,27.4,NA,92,44,B+,-15.7,57,-30,10,1.8,6.5,64,7084,-20,18,46,NA,18.5,2495,Yes,-4.46,34,2663,NA,No,2122,NA,No,No,Yes,2.61,0,No,101,1.5,107,19,New York Stock Exchange,No,81,Yes,3.52,Yes,94,150477.9,44,71,104.2,19.9,Yes,Yes,14,4.5,AGRICULTURE,6,NA,No,64,22509.9,No,No,No,58.4,37.6,NA,29.6,32.7,2026-09-04,CF,30,15,0,0,10,10,10,75,92.33333333333333,45,TRUE,FALSE,Pullback to 10SMA
7946,INCY,Incyte Corp.,NA,6,5.2,4.8,130.8,1.9,0,0,2,1433.5,9389500,NA,0,B+,Yes,Yes,No,No,Yes,0.01,9.9,0,4.59,18,0.83,0.83,41,63.14,44,32.4,3.08,3.1,NA,24.6,26.6,14,18,No,Yes,92.8,59.6,72.5,95.3,36,17,73,63,30,Yes,No,28.3,126.75,Medical - Profitable Biotech,NA,3.8,49,Yes,3.81,0.9,Yes,53,14,-7.8,4.7,81.09,132.6,81,53,18,8.96,Yes,87,-0.98,-4.41,89,85,99,0.53,199535,26113.6,2.61,202697.7,21,-35.8,5.1,25.2,NA,28.2,NA,97,38,A,40.7,-45,127,4.9,-0.2,1.4,64,5141.2,-69,38,532,NA,29.3,1675,Yes,-1.25,-225,1036,NA,No,2377,NA,No,No,No,4.41,0,No,97,1.4,56,21,NASDAQ,No,86,Yes,4.02,Yes,98,200851,26,111,76.4,28.8,Yes,Yes,19.9,-2.1,MEDICAL,1.9,NA,No,67,22587.9,No,No,No,48.3,-30.8,NA,29.9,35,2026-09-04,INCY,27,15,0,0,10,10,10,72,98,60,TRUE,TRUE,Momentum Leader
9691,SEIC,SEI Investments Co.,NA,3.6,2.9,2.6,112.15,-1.1,0.9,1,0,1098.6,1811065,06/07/2026,0,A+,No,Yes,No,Yes,Yes,0.04,15.9,0.9,5.06,23.17,2.11,2.35,58,76.16,17,39.8,2.22,1.81,NA,10.4,11.1,5,9,Yes,Yes,21,28,23.3,21.5,82,8,21,23,25,Yes,No,34.6,110.39,Finance-Investment Mgmt,NA,0,141,Yes,1.9,0.8,Yes,113,19,-10,1.8,75.08,112.15,99,31,21,5.86,Yes,12,-0.96,-1.57,89,84,99,0.89,71580,13096.5,1.62,120019.2,24.5,-16.1,5.4,24.6,NA,34.9,NA,94,47,A+,15.5,24,11,8.1,-0.3,1.8,21,2297.4,27,15,16,NA,13.8,707,Yes,-1.07,21,590,NA,No,732,NA,No,No,No,5.41,0,Yes,38,1.6,23,8,NASDAQ,No,88,Yes,5.3,-,99,97953.1,23,9,30.7,12.2,Yes,Yes,22.1,-2.7,FINANCE,-1.1,NA,No,57,12691.5,No,No,No,23.7,-17.6,NA,30.4,30.4,2026-09-04,SEIC,20,12,7,0,10,10,10,69,97.66666666666667,60,TRUE,FALSE,Momentum Leader
8207,KSPI,Kaspi.kz JSC ADR,NA,2.9,3,2.5,109.94,1.2,0,0,0,1868,1094607,06/11/2026,0,A,No,No,No,Yes,No,-2.65,6.2,5.3,1.08,6.43,0.35,0.43,21,38.24,8,32.9,3.12,3.21,NA,46.9,48.4,39,49,No,Yes,-2.7,-1.2,-2.8,-3.5,10,23,8,-4,44,Yes,No,37.6,107.53,Finance-CrdtCard/PmtPr,NA,0,128,No,3.11,14.6,No,42,10,-16.8,0.7,68.59,109.94,121,16,30,10.99,Yes,14,-0.26,-2.19,89,92,98,0.37,45296,19902.7,3.4,190015.7,29.5,-15.8,16.9,28.9,NA,47.1,NA,71,29,A+,-2.4,18,15,13.9,0.9,5,68,8105.8,20,33,-7,NA,39.1,473,Yes,-0.28,23,397,NA,No,347,NA,Yes,No,No,2.25,0,Yes,8,1.9,2,44,NASDAQ,No,92,Yes,3.7,Yes,99,153914.7,-14,-8,5,45.2,Yes,Yes,26.7,1.5,FINANCE,1.2,NA,No,21,20054,No,No,No,18,-18.5,NA,52.8,23.1,2026-09-04,KSPI,7,0,7,0,10,10,10,44,103,50,FALSE,FALSE,Pullback to 10SMA
7693,HAFN,Hafnia Ltd.,NA,0.7,0.4,0.5,9.25,8.9,2.1,1,13,80.5,697428,09/07/2026,0.5,C-,No,No,No,No,No,2.11,7.1,13.1,1.66,8.51,0.22,0.35,14,27.64,9,14.2,3.17,3.03,NA,5,17.4,9,-17,Yes,Yes,32.2,130.3,83.4,52.6,16,22,-27,46,-1,Yes,No,73,9.22,Transportation-Ship,NA,27.1,11,No,0.24,39.1,Yes,48,8,7.2,0.3,5.17,9.54,36,10,9,1.18,Yes,64,3.25,-3.3,88,96,98,0.2,10606,4396.3,3.17,499842.3,28,97.7,23.8,27,NA,17.3,NA,82,4,B,-10,109,-37,20.7,8.6,14.1,46,955.9,-3,61,-55,NA,45.2,1387,Yes,0.29,79,2735,NA,No,299,NA,No,No,Yes,3.97,0,No,227,1.1,127,-20,New York Stock Exchange,No,88,No,1.74,-,102,248171.8,38,-57,176.7,33.8,Yes,Yes,19.9,-1,TRANSPORTATION,8.9,NA,Yes,33,5368.5,Yes,Yes,Yes,52.1,60.9,NA,14.8,34,2026-09-04,HAFN,35,15,0,7,10,10,10,87,104,40,TRUE,TRUE,Earnings Accelerator
6462,CAIXY,CaixaBank S.A. ADR,NA,0,0,0,5.21,1.9,0,0,3,2195.6,0,04/07/2026,0,C+,No,No,No,No,Yes,-1.15,0,2.3,14.3,2.3,0,0,45,59.4,14,31.5,1.1,1.09,NA,-2.3,-3.3,13,11,No,Yes,14.4,14.4,10.9,7.9,33,-,7,11,7,No,No,26.9,5.19,Banks-Foreign,NA,7.1,78,No,0.05,146.8,No,42,15,0,0,3.35,5.21,104,54,22,0.34,Yes,0,-0.38,-0.39,88,76,97,0.41,1450,109517.7,0.74,20929883,19.8,-42.4,7,16.1,NA,32.1,NA,70,23,A,10.2,7,17,5.6,1.3,2.7,28,19355.6,21,4,18,NA,5,300,Yes,-0.02,9,170,NA,No,1,NA,Yes,No,Yes,5.63,0,Yes,15,1.2,21,-5,US OTC,No,84,Yes,2.45,-,100,0,8,0,17.8,-6.3,Yes,Yes,16.6,-50,BANKS,1.9,NA,No,0,157346.2,No,No,No,54.6,-27.7,NA,15.2,27.6,2026-09-04,CAIXY,10,0,7,0,10,0,7,34,94,35,FALSE,FALSE,Other
10266,UBS,UBS Group AG,NA,3,2.9,2.8,55.98,0.9,0,0,4,5515.6,5363226,04/21/2026,0,D+,No,No,No,No,No,-6.79,-16.5,1.3,0.72,-11.09,0,0,52,73.59,14,11.1,1.82,1.62,NA,8.4,11.3,9,11,Yes,Yes,82.2,102.2,95.8,99,5,-1,-34,77,6,No,No,19.6,55.38,Banks-Money Center,NA,15.4,87,No,0.87,366.3,Yes,26,17,-3.7,0.2,36.3,55.98,39,18,30,3.26,Yes,0,-0.54,-1.08,88,78,95,1.05,91395,166276.9,1.47,3277805.2,20.5,-32.9,3.6,16.2,NA,39.3,NA,70,16,B,-1.3,32,17,4.7,1.1,2.4,24,47848,340,16,81,NA,15.1,1729,Yes,-0.3,21,1146,NA,No,2798,NA,No,No,No,3.53,0,Yes,21,1.5,84,-9,New York Stock Exchange,No,86,Yes,1.9,-,99,2821516.2,201,77,52.6,13.5,Yes,Yes,19,3.6,BANKS,0.9,NA,No,42,338397.9,No,No,No,37,28.5,NA,8.9,13.7,2026-09-04,UBS,15,15,7,0,10,10,10,67,94,10,FALSE,FALSE,Pullback to 10SMA
6699,CNXN,PC Connection Inc.,NA,3.1,3.2,3,84.35,5.9,4.3,4,1,829,490994,08/10/2026,0,D,No,Yes,No,No,Yes,0,44.5,1,2.88,33.04,3.04,3.55,63,87.25,19,4,3.08,3.2,NA,3.1,3.1,0,1,Yes,Yes,16.2,26.7,20,15.4,57,6,7,19,7,Yes,No,46,84.35,Computer-Tech Services,NA,1.1,119,Yes,2.61,0.1,Yes,93,21,-5.8,4.4,54.97,88.31,103,87,24,3.96,Yes,9,0.98,-4.48,88,83,92,0.74,11855,2043.5,2.72,25238.1,26.8,-38.9,-2.8,18,NA,36,NA,85,90,B,31.7,21,7,6.1,4.8,5.1,17,2872.7,1,12,6,NA,7.7,153,Yes,0.82,7,90,NA,No,377,NA,No,No,No,0.71,0,Yes,35,2,28,3,NASDAQ,No,91,Yes,2.23,-,101,11111.7,17,0,31.7,4.8,Yes,Yes,21.8,1.9,BUSINS SVC,5.9,NA,No,66,1638.6,No,No,No,27.1,-37.5,NA,9.2,3.9,2026-09-04,CNXN,20,12,7,0,10,10,10,69,94.66666666666667,40,TRUE,FALSE,CANSLIM Growth
7810,HRMY,Harmony Biosciences Holdings Inc.,NA,6.3,5.4,4.9,43.49,7.8,0,0,2,1433.5,4136259,NA,0,A,No,No,No,No,Yes,0.24,4.8,0,3.48,7.1,0.3,0.3,39,53.51,11,24.8,3.86,3.52,NA,22.6,24.2,30,23,No,Yes,45,1.2,3.4,50.7,31,45,6,-10,21,Yes,No,12.9,42.25,Medical - Profitable Biotech,NA,3.8,49,No,1.34,17,Yes,53,14,-10.3,8.2,25.52,43.49,81,53,35,3.08,Yes,77,0.93,-2.85,87,94,99,0.8,30380,2496,3.13,58236.4,23.4,-17.7,8.9,28.2,NA,48,NA,83,38,A+,33.8,45,9,12.5,4.6,6.9,68,868.5,18,30,8,NA,23.5,820,Yes,0.39,27,663,NA,No,500,NA,No,No,No,2.56,0,No,88,1.5,-29,22,NASDAQ,No,94,No,2.46,-,97,50138.2,-55,10,29.4,22.7,Yes,Yes,27.1,-2.3,MEDICAL,7.8,NA,No,64,1955.7,No,No,No,16.4,-6.9,NA,20.8,28.9,2026-09-04,HRMY,27,0,0,0,10,10,10,57,103.33333333333333,55,TRUE,TRUE,Earnings Accelerator
