#,Symbol,Name,Company Description,Days Vol Short 2 Periods Ago,Days Vol Short 1 Period Ago,Days Vol Short Current,Pr Wk High($),Index % Chg 5 Days,% New Lows in Group,# New Lows in Group,# New Highs in Group,Ind Mkt Val (bil),Short Volume,Ex-Dividend Date,Expected X Dividend Amount,A/D Rating - Pr Wk,IBD Big Cap 20,IBD 85-85 Index,IBD New America,IBD 50,Liab to Assets Lss Ind Median,LT Debt to Working Cap,EV to FCF,Yield %,Current Ratio,Price to CF,Dividend-Adjusted PEG,PEG,P/E Percent Rank,P/E vs S&P 500 P/E (%),Forward P/E,Pre-tax Margins,50 Day ATR %,30 Day ATR %,Avg Sales % Chg 6Q,Avg Sales % Chg 5Q,Avg Sales % Chg 4Q,Sales Growth 5 Yr,Sales Growth 3 Yr,Sales Accel 3 Qtrs,EPS Lst Yr Gtr EPS 4 Yrs Ago,Avg EPS % Chg 6Q,Avg EPS % Chg 3Q,Avg EPS % Chg 4Q,Avg EPS % Chg 5Q,EPS % Growth 5 Yr Pct Rnk,EPS % Growth 5 Yr,EPS % Growth 3 Yr,EPS % Growth 1 Yr,Sustainable Growth %,EPS Accel 3 Qtrs,RS Line New Low,% Chg YTD,Current Price,Industry Name,State,% New Highs in Group,Ind Grp Rnk 6 Mo Ago,3-Yr EPS Growth Geq 5-Yr,Avg True Range,Debt %,Sales Accel 2 Qtrs,Number of Stocks,P/E,Shrt Int % Chg,Shrt Int % of Float,52-Wk Low,52-Wk High,Ind Grp Rnk 3 Mo Ago,Ind Grp Rnk Last Week,Trl 26 Wk % Perf vs S&P 500,EPS Trailing 4 Qtrs,EPS Trl 4Q Gtr EPS 4 Yrs Ago,Earnings Stability,Price % Chg,% Off High,RS Rating,RS 3-Month Rating,Comp Rating,Beta,50-Day Avg $ Vol (1000s),Market Cap (mil),21 Day ATR %,Shares (1000s),Price vs 200-Day,Vol % Chg vs 50-Day,% Chg 1 Month,% Chg 3 Months,Ind Group RS,% Chg 6 Months,SMR Rating,EPS Rating,Ind Group Rank,A/D Rating,EPS Surprise,EPS Est Cur Yr %,EPS Est Next Yr %,Price vs 50-Day,Price vs 10-Day,Price vs 21-Day,P/E Ratio Rank in Grp,Annual Sales (mil),EPS % Chg 1 Yr Ago,Sales % Chg Lst Qtr,EPS % Chg Lst Yr,EPS Lst Rptd,Avg Sales % Chg 2Q,50-Day Avg Vol (1000s),10 Day > 21 Day > 50 Day,Price $ Chg,EPS Est Cur Qtr %,Volume (1000s),IPO Date,ETF/Closed-End Fund,Number of Funds,Incorp Date,ADR,ETF,AT Margin Accel,Price to Sales,Daily Closing Range,RS Line Within 5% of New High,EPS % Chg Last Qtr,Up/Down Vol,EPS % Chg 1 Q Ago,Sales % Chg Lst Yr,Exchange,RS Line New High,RS 6-Month Rating,50-Day > 150-Day > 200-Day,Price to Book,P/E Lss 5-Yr Avg,Weekly Closing Range,Shares in Float (1000s),EPS % Chg 2 Q Ago,EPS % Chg 3 Q Ago,Avg EPS % Chg 2Q,Avg Sales % Chg 3Q,EPS Trl 4Q Geq EPS Lst Fiscal Yr,EPS % Chg Lst Q Gtr 3-Yr Growth,Price vs 150-Day,Funds % Increase,Sector,% Chg Cur Week,City,New CEO 12 Months,Funds %,Enterprise Val (mil),Current day's Volume greater than previous 5 days' Volume,Current day's Volume greater than previous 10 days' Volume,Current day's Volume greater than previous 20 days' Volume,% Chg 12 Months,Vol % Chg vs 10-Week,EPS Due Date,ROE,AT Margin,timestamp,symbol,C_Score,A_Score,N_Score,S_Score,L_Score,I_Score,M_Score,CANSLIM_Score,Momentum_Score,Quality_Score,EPS_Accel,Sales_Accel,Setup_Type
9081,PAYS,Paysign Inc.,NA,2.1,2.2,2.7,13.25,5.5,0,0,1,1831.6,1530760,NA,0,A+,No,Yes,No,No,No,0.19,5,0,1.14,14.98,0,0,88,192.89,37,12.2,5.8,5.99,NA,43.9,46.5,31,33,No,Yes,177.2,176.7,140.8,132.7,12,-,48,107,19,Yes,No,155.7,13.17,Finance-CrdtCard/PmtPr,NA,2.4,131,No,0.56,10.9,No,41,51,22.3,3.6,0,13.25,107,70,275,0.26,Yes,0,1.15,-0.6,99,99,99,1.33,5745,735.1,6.35,56462.2,118.8,-26.5,51.4,127.5,B+,288.5,NA,98,43,A+,83.3,165,22,49.1,12.4,28.6,10,82,-42,48,86,NA,49.4,633,Yes,0.15,125,456,NA,No,170,NA,No,No,No,7.39,0,Yes,450,2.9,80,40,NASDAQ,Yes,99,Yes,12.36,-,100,43016.6,0,33,265,48.2,Yes,Yes,109.4,14.1,FINANCE,5.5,NA,No,36,563.8,No,No,No,147.6,-17.6,NA,19.1,23.9,2026-08-14,PAYS,32,15,10,0,15,10,10,92,119,50,TRUE,FALSE,Momentum Leader
7185,ETON,Eton Pharmaceuticals Inc.,NA,3.5,2.9,2.8,59.79,32,2.2,12,6,494.3,1313359,NA,0,A-,No,No,No,Yes,No,1.09,51.2,0,1.21,150.49,0,0,94,554.41,36,-5.7,5.38,5.7,NA,89.6,84.8,47,55,No,No,203,400.5,325.4,263.6,68,-,-,-,-18,No,No,248.1,58.86,Medical - Development Biotech,NA,1.1,63,No,2.38,85,Yes,554,90,-4.1,5.1,0,59.79,55,11,231,0.66,Yes,0,44.26,-1.56,99,99,98,0.77,18552,1117.6,6.23,27392.4,135.5,397.5,56.9,96.5,A,244.8,NA,82,12,B,126.6,957,95,51.6,29.5,30.9,4,80,-275,99,2,NA,69.5,477,Yes,18.06,852,2318,NA,No,152,NA,No,No,No,15.27,0,Yes,530,2,333,105,NASDAQ,Yes,99,Yes,52.6,-,130,25925.5,338,100,431.7,73.9,Yes,No,112.4,20.6,MEDICAL,32,NA,No,40,1144.1,Yes,Yes,Yes,252.5,63.8,NA,-18.2,30.8,2026-08-14,ETON,35,15,10,10,15,10,10,105,118.66666666666667,20,TRUE,TRUE,Breakout
7412,FSLY,Fastly Inc. Cl A,NA,3,3.2,3.9,30.69,30.4,1.8,2,1,5573.4,22594904,NA,0,B,No,No,No,No,Yes,1.16,157.9,0,3.36,49.67,0,0,91,0,59,-19.1,7.84,8.21,NA,18.7,20.3,15,12,No,Yes,294.5,486.7,427.5,353.4,78,-,-,-,-13,No,No,194,29.93,Comp Sftwr - Enterprise,NA,0.9,132,No,1.8,39.5,Yes,114,64,21.3,15.3,0,34.82,88,9,50,0.47,Yes,0,-0.3,-14.04,99,99,96,2.04,131247,4782.2,8.59,159300,69.7,-38.3,43.2,69.3,A,63.9,NA,83,11,A-,127.5,304,11,45.3,13.1,27.6,18,624,29,23,208,NA,21.5,6089,Yes,-0.09,69,3663,NA,No,460,NA,No,No,No,6.94,0,No,600,2.3,360,15,NASDAQ,No,89,Yes,4.81,-,98,147909.7,500,250,480,21.9,Yes,No,49.4,5,SOFTWARE,30.4,NA,No,71,4613.3,No,No,No,333.1,5.1,NA,-12.8,-8.5,2026-08-14,FSLY,30,15,5,0,15,10,10,85,118,35,TRUE,TRUE,Momentum Leader
5912,APPS,Digital Turbine Inc.,NA,1.6,1.6,1.6,15.34,-13.2,1.8,2,1,5573.4,10723879,NA,0,A,No,No,No,No,No,9.49,61.3,0,1.2,33.6,0,0,55,0,16,-5.5,10.28,10.44,NA,17.6,19.3,-10,-2,Yes,No,88.9,126.2,144.6,110,43,-26,-13,95,-22,Yes,No,148.8,12.44,Comp Sftwr - Enterprise,NA,0.9,132,Yes,1.09,186.8,Yes,114,18,0.2,10,0,15.34,88,9,183,0.68,No,38,-1.43,-18.88,99,95,94,2.74,54191,1527.2,10.9,121016.3,106.5,-40.7,26.7,195.5,A,196.9,NA,80,11,A-,35.7,29,31,20.7,-0.6,20.1,47,565.3,-40,27,60,NA,23.2,5122,Yes,-0.18,20,2978,NA,No,241,NA,No,No,No,2.51,0,No,280,1.5,60,15,NASDAQ,No,96,Yes,7.9,-,83,107252.4,38,200,170,19.6,Yes,Yes,97.9,-0.4,SOFTWARE,-13.2,NA,No,36,1832.7,No,No,No,189.3,-47.3,NA,-21.8,-6.8,2026-08-14,APPS,32,15,5,0,15,10,10,87,116,20,TRUE,TRUE,Momentum Leader
7757,HPE,Hewlett Packard Enterprise Co.,NA,2.5,2.3,2.3,63.44,10.3,1.1,1,2,827.8,65183825,06/15/2026,0,B+,No,Yes,No,No,No,39.6,14.3,1.1,1.08,26.63,7.65,11.74,67,209.58,15,-0.8,6.16,6.32,NA,19.4,22.8,5,9,Yes,No,21.3,49.1,33.9,25.2,13,2,0,27,0,Yes,No,144.4,58.71,Computer-Tech Services,NA,2.2,124,No,3.06,77.6,Yes,93,23,0.9,4.9,0,64.25,135,116,145,2.5,Yes,8,-1.86,-8.62,99,98,91,1.3,1078401,79213.9,6.26,1324203.5,89.3,-45.7,18.5,72,E,158.7,NA,85,125,A,47.8,76,18,21,7.2,16.1,15,34296,-7,40,-3,NA,29.2,22483,Yes,-1.11,110,11762,NA,No,2531,NA,No,No,No,2,0,Yes,108,1.1,33,14,New York Stock Exchange,No,97,Yes,3.07,-,93,1318622.5,7,-12,70.3,24.3,Yes,Yes,74.8,10.2,BUSINS SVC,10.3,NA,No,54,96067.7,No,No,No,175.4,-35.5,NA,0.2,5.8,2026-08-14,HPE,32,12,7,0,15,10,10,86,116,20,TRUE,TRUE,Momentum Leader
7125,ENVA,Enova International Inc.,NA,7.3,6.5,5.5,267.45,5.1,4.8,1,1,123.1,2072091,NA,0,B+,No,Yes,No,Yes,Yes,0.79,5.6,0,20.2,3.91,1.36,1.36,54,74.25,14,12.7,3.87,3.83,NA,18.4,17.6,27,22,Yes,Yes,42.7,32,33.3,40.1,16,13,35,33,24,No,No,68.9,265.45,Finance-Consumer Loans,NA,4.8,102,Yes,9.17,338.6,Yes,21,18,-15.1,8.8,0,267.45,79,40,64,15,Yes,21,1.35,-0.75,98,94,99,1.33,88002,6521.4,3.64,24898.4,57.3,-50.5,15.1,59.2,A,78,NA,95,25,B,8.8,34,24,16.6,2.7,7,24,3151.7,34,22,42,NA,19.5,394,Yes,3.53,34,193,NA,No,565,NA,No,No,No,1.92,0,Yes,33,1.7,30,19,New York Stock Exchange,Yes,97,Yes,4.41,-,100,23608.8,33,37,31.7,18,Yes,No,49,2.9,FINANCE,5.1,NA,Yes,69,10645.6,No,No,No,141.1,-44.5,NA,24.3,11.3,2026-08-14,ENVA,20,12,10,0,15,10,10,77,117,40,TRUE,TRUE,Momentum Leader
9066,PANW,Palo Alto Networks Inc.,NA,3,2.4,2.7,398.88,5.6,0,0,2,854.2,21000807,NA,0,A+,Yes,Yes,No,No,No,-0.92,37.6,0,0.81,73.35,2.84,2.84,95,1207.02,98,17.3,4.72,4.76,NA,18.6,19.4,21,16,No,Yes,18.4,17.5,19.6,19.9,9,36,22,20,17,No,No,108.6,384.27,Computer Sftwr-Security,NA,5.1,107,No,16.39,4.3,Yes,39,102,11.5,2.6,0,398.88,11,3,116,3.76,Yes,11,-2.96,-3.66,98,93,99,1.22,2246669,322740,4.36,815000,72.8,-36.6,8.9,61.3,A+,130.2,NA,88,4,A+,7.2,13,9,17.8,2.9,9.4,13,9221.5,28,31,18,NA,23,7077,Yes,-11.73,3,4353,NA,No,4319,NA,No,No,No,29.53,0,Yes,6,1.1,27,15,NASDAQ,No,97,Yes,11.29,Yes,96,806718.8,19,26,16.7,20.6,Yes,No,66.3,2.8,SOFTWARE,5.6,NA,No,43,312916.8,No,No,No,121.4,-40.2,NA,17.5,-5.9,2026-08-14,PANW,7,8,7,0,15,10,10,57,116.66666666666667,45,FALSE,TRUE,Momentum Leader
9406,RCRUY,Recruit Holdings Co. Ltd. ADR,NA,0,0,0,21.69,23.6,0,0,2,177.6,0,03/30/2026,0,A+,No,No,No,No,Yes,0.22,19.5,0.1,2.09,33.16,3.22,3.25,83,148.14,0,17.7,2.15,2.48,NA,5.7,5.8,-1,0,No,Yes,49.2,47.4,40.5,38.7,11,12,23,38,30,Yes,No,82.6,20.61,Comml Svcs-Staffing,NA,8.3,141,Yes,0.4,9,No,24,39,0,0,0,21.69,39,1,142,0.53,Yes,13,-3.42,-4.98,98,98,99,0.24,9281,143200.2,2.73,7362520.5,81.8,-23.7,31.8,109.5,A+,156.3,NA,97,2,A+,0,0,0,34.4,11.9,21.9,7,24535.8,11,8,24,NA,8.1,616,Yes,-0.73,0,406,NA,No,13,NA,Yes,No,No,6.07,0,Yes,58,1.7,55,5,US OTC,No,98,Yes,13.14,-,95,0,29,20,56.4,6.7,Yes,Yes,78.1,0,BUSINS SVC,23.6,NA,No,0,142272.5,No,No,No,73,-21.6,NA,31.8,19.4,2026-08-14,RCRUY,20,12,7,0,15,0,10,64,118.33333333333333,60,TRUE,FALSE,Momentum Leader
9502,RNG,RingCentral Inc. Cl A,NA,5.3,5,4,68.45,2.3,1.8,2,1,5573.4,7649444,08/05/2026,0,A+,No,Yes,No,No,No,-3.15,8.1,0.8,0.87,9.64,0.39,0.4,38,193.02,12,2.2,6.04,6.45,NA,5.1,5.2,12,7,Yes,Yes,17.6,18.5,18.6,18.2,20,34,18,19,0,No,No,123.3,64.49,Comp Sftwr - Enterprise,NA,0.9,132,No,3.06,0,Yes,114,14,-20,10.6,0,68.45,88,9,100,4.73,Yes,12,-4.85,-5.79,98,97,97,1.79,91021,5660,6.92,73736.6,75.2,-38.5,56.2,63.9,A,113.6,NA,90,11,A,4.8,15,11,41.2,2.9,17.7,70,2515.1,15,6,18,NA,5.6,1963,Yes,-3.29,13,1205,NA,No,575,NA,No,No,Yes,1.84,0,Yes,15,1.5,20,5,New York Stock Exchange,No,97,Yes,-8.82,Yes,94,72368.2,20,19,17.5,5.3,Yes,No,63.2,8.9,SOFTWARE,2.3,NA,No,80,6607.2,No,No,No,111.4,-28.4,NA,0,6,2026-08-14,RNG,10,8,7,0,15,10,10,60,117.33333333333333,30,FALSE,FALSE,Momentum Leader
9087,PBF,PBF Energy Inc.,NA,4.9,4.5,3.8,74.51,16.4,3.7,1,4,408,11042215,08/13/2026,0,B,No,No,No,No,Yes,2.31,9.3,1.8,1.33,-109.94,0,0,38,24.62,4,-0.8,6.24,6.55,NA,8.4,14.1,1,-10,Yes,No,67.3,297.6,239.5,173.5,15,-,-,-,-2,No,No,164.9,71.85,Oil&Gas-Refining/Mktg,NA,14.8,34,No,4.01,51.1,Yes,27,14,-14.5,10.9,0,74.74,14,25,94,5.31,No,0,-3.02,-3.87,98,98,96,0.81,166048,8814.4,6.74,118536.8,72.7,-5.6,18,76.8,A+,108,NA,72,1,A,49.9,499,-31,32.1,7.2,9.1,42,29332.3,-134,56,-6,NA,34,3009,Yes,-2.23,1619,2830,NA,No,565,NA,No,No,No,0.25,0,No,704,1.4,72,-11,New York Stock Exchange,No,98,Yes,1.33,-,96,100855.5,117,65,387.7,21.7,Yes,No,61,2.9,ENERGY,16.4,NA,No,58,10723.7,No,No,No,216.4,4.5,NA,-2.9,7.8,2026-08-14,PBF,35,15,5,0,15,10,10,90,117.33333333333333,20,TRUE,TRUE,Momentum Leader
