#,Symbol,Name,Company Description,Days Vol Short 2 Periods Ago,Days Vol Short 1 Period Ago,Days Vol Short Current,Pr Wk High($),Index % Chg 5 Days,% New Lows in Group,# New Lows in Group,# New Highs in Group,Ind Mkt Val (bil),Short Volume,Ex-Dividend Date,Expected X Dividend Amount,A/D Rating - Pr Wk,IBD Big Cap 20,IBD 85-85 Index,IBD New America,IBD 50,Liab to Assets Lss Ind Median,LT Debt to Working Cap,EV to FCF,Yield %,Current Ratio,Price to CF,Dividend-Adjusted PEG,PEG,P/E Percent Rank,P/E vs S&P 500 P/E (%),Forward P/E,Pre-tax Margins,50 Day ATR %,30 Day ATR %,Avg Sales % Chg 6Q,Avg Sales % Chg 5Q,Avg Sales % Chg 4Q,Sales Growth 5 Yr,Sales Growth 3 Yr,Sales Accel 3 Qtrs,EPS Lst Yr Gtr EPS 4 Yrs Ago,Avg EPS % Chg 6Q,Avg EPS % Chg 3Q,Avg EPS % Chg 4Q,Avg EPS % Chg 5Q,EPS % Growth 5 Yr Pct Rnk,EPS % Growth 5 Yr,EPS % Growth 3 Yr,EPS % Growth 1 Yr,Sustainable Growth %,EPS Accel 3 Qtrs,RS Line New Low,% Chg YTD,Current Price,Industry Name,State,% New Highs in Group,Ind Grp Rnk 6 Mo Ago,3-Yr EPS Growth Geq 5-Yr,Avg True Range,Debt %,Sales Accel 2 Qtrs,Number of Stocks,P/E,Shrt Int % Chg,Shrt Int % of Float,52-Wk Low,52-Wk High,Ind Grp Rnk 3 Mo Ago,Ind Grp Rnk Last Week,Trl 26 Wk % Perf vs S&P 500,EPS Trailing 4 Qtrs,EPS Trl 4Q Gtr EPS 4 Yrs Ago,Earnings Stability,Price % Chg,% Off High,RS Rating,RS 3-Month Rating,Comp Rating,Beta,50-Day Avg $ Vol (1000s),Market Cap (mil),21 Day ATR %,Shares (1000s),Price vs 200-Day,Vol % Chg vs 50-Day,% Chg 1 Month,% Chg 3 Months,Ind Group RS,% Chg 6 Months,SMR Rating,EPS Rating,Ind Group Rank,A/D Rating,EPS Surprise,EPS Est Cur Yr %,EPS Est Next Yr %,Price vs 50-Day,Price vs 10-Day,Price vs 21-Day,P/E Ratio Rank in Grp,Annual Sales (mil),EPS % Chg 1 Yr Ago,Sales % Chg Lst Qtr,EPS % Chg Lst Yr,EPS Lst Rptd,Avg Sales % Chg 2Q,50-Day Avg Vol (1000s),10 Day > 21 Day > 50 Day,Price $ Chg,EPS Est Cur Qtr %,Volume (1000s),IPO Date,ETF/Closed-End Fund,Number of Funds,Incorp Date,ADR,ETF,AT Margin Accel,Price to Sales,Daily Closing Range,RS Line Within 5% of New High,EPS % Chg Last Qtr,Up/Down Vol,EPS % Chg 1 Q Ago,Sales % Chg Lst Yr,Exchange,RS Line New High,RS 6-Month Rating,50-Day > 150-Day > 200-Day,Price to Book,P/E Lss 5-Yr Avg,Weekly Closing Range,Shares in Float (1000s),EPS % Chg 2 Q Ago,EPS % Chg 3 Q Ago,Avg EPS % Chg 2Q,Avg Sales % Chg 3Q,EPS Trl 4Q Geq EPS Lst Fiscal Yr,EPS % Chg Lst Q Gtr 3-Yr Growth,Price vs 150-Day,Funds % Increase,Sector,% Chg Cur Week,City,New CEO 12 Months,Funds %,Enterprise Val (mil),Current day's Volume greater than previous 5 days' Volume,Current day's Volume greater than previous 10 days' Volume,Current day's Volume greater than previous 20 days' Volume,% Chg 12 Months,Vol % Chg vs 10-Week,EPS Due Date,ROE,AT Margin,timestamp,symbol,C_Score,A_Score,N_Score,S_Score,L_Score,I_Score,M_Score,CANSLIM_Score,Momentum_Score,Quality_Score,EPS_Accel,Sales_Accel,Setup_Type
6938,DELL,Dell Technologies Inc. Cl C,NA,1.4,1.9,2.3,567.75,8.2,0,0,2,3499.7,14444059,10/19/2026,0.63,C,Yes,Yes,No,No,No,-3.88,33.6,0.5,0.96,34.69,3.64,3.86,79,130.28,20,6.4,7.33,6.87,NA,43,48.9,3,15,No,Yes,87.9,154,120.7,101.1,7,8,30,114,0,No,No,350.7,567.29,Computer-Hardware/Perip,NA,5.3,3,Yes,31.11,0,No,38,31,18.9,4.9,110.22,567.75,2,6,224,18.38,Yes,23,11.98,-0.08,99,99,99,1.52,3238143,322115.5,6.25,315433.2,116.7,106.9,28.6,44.9,A+,284.9,NA,99,7,B,43.3,151,19,26.4,13.2,18.2,38,113538,14,58,27,NA,72.6,7282,Yes,60.67,153,14469,NA,No,3009,NA,No,No,Yes,1.18,99,Yes,203,1.3,214,19,New York Stock Exchange,Yes,99,Yes,-254.43,-,99,292117.8,45,20,208.5,61.6,Yes,Yes,84.6,12.9,COMPUTER,8.2,NA,No,41,342639.3,No,No,No,352.5,-8.1,NA,0,8.8,2026-09-11,DELL,35,15,10,7,15,10,10,102,114,30,TRUE,FALSE,Breakout
9135,PBF,PBF Energy Inc.,NA,3.8,3.7,3.7,82.61,5.3,0,0,8,454.6,11460215,08/13/2026,0,A,No,No,No,No,Yes,2.31,9.3,1.5,1.33,-119.81,0,0,45,28.36,4,-0.8,6.06,6.13,NA,8.4,14.1,1,-10,Yes,No,67.3,297.6,239.5,173.5,15,-9,-111,109,-2,No,No,188.7,78.3,Oil&Gas-Refining/Mktg,NA,29.6,7,No,4.26,51.1,Yes,27,15,2,11.3,25.62,82.61,27,1,66,5.31,No,0,1.58,-5.22,99,99,97,0.79,195229,9069.3,5.36,118536.8,73.6,-6,12.9,90.4,A+,86.5,NA,72,1,A,49.9,546,-32,17.9,4,6.7,37,29332.3,-134,56,-6,NA,34,2991,Yes,1.22,1801,2964,NA,No,613,NA,No,No,No,0.27,21,Yes,704,1.5,72,-11,New York Stock Exchange,Yes,99,Yes,1.45,-,40,101663.3,117,65,387.7,21.7,Yes,Yes,57.3,10.3,ENERGY,5.3,NA,No,60,11455.1,No,No,No,173.3,-24.6,NA,-2.9,7.8,2026-09-11,PBF,35,15,10,0,15,10,10,95,118.33333333333333,20,TRUE,TRUE,Momentum Leader
8612,MPC,Marathon Petroleum Corp.,NA,3,2.8,3.3,409.11,1.8,0,0,8,454.6,7601383,08/18/2026,0,A+,Yes,Yes,No,No,No,5.73,8.3,1,1.25,14.68,1.36,1.5,46,55.47,7,5.3,3.25,3.36,NA,10.4,15.8,3,-3,Yes,Yes,363.9,743.7,573,457.6,12,10,-24,278,20,No,No,143.5,395.93,Oil&Gas-Refining/Mktg,NA,29.6,7,No,11.56,181.9,Yes,27,15,17.6,2.7,161.93,409.11,27,1,57,26.46,Yes,71,0.89,-3.22,98,98,99,0.68,737152,112172.6,2.9,280824.8,61.1,6.6,17.7,51.8,A+,74.6,NA,86,1,A,24.3,393,-26,18.9,2.2,6.1,32,135222,-60,53,13,NA,31,2267,Yes,3.51,603,2359,NA,No,2334,NA,No,No,No,0.71,11,Yes,348,2.4,1455,-4,New York Stock Exchange,Yes,98,Yes,5.87,-,22,279923,429,61,901.3,20.6,Yes,Yes,47.7,7.5,ENERGY,1.8,NA,No,44,142858.8,No,No,No,117.2,-21.7,NA,23.1,10,2026-09-11,MPC,35,15,10,0,15,10,10,95,118.33333333333333,35,FALSE,TRUE,Momentum Leader
10419,VLO,Valero Energy Corp.,NA,3.1,3.2,3.6,399.25,5.3,0,0,8,454.6,9896297,07/30/2026,0,A+,Yes,Yes,No,No,Yes,1.02,8.2,1.3,1.64,20.71,0,0,50,65.07,9,2.4,3.47,3.33,NA,7.8,13.1,2,-6,Yes,Yes,241.6,440.3,385.5,305.2,18,-,-27,358,8,No,No,139.8,390.42,Oil&Gas-Refining/Mktg,NA,29.6,7,No,11.13,43.6,Yes,27,16,10.8,3.5,155.29,399.25,27,1,50,24.24,Yes,0,1.29,-2.21,98,98,99,0.63,819344,111989.4,2.95,287927.5,60.1,21,20.5,52.7,A+,69,NA,85,1,A+,24.1,325,-21,20.2,4.7,8.9,21,122687,-66,49,25,NA,27.9,2624,Yes,4.99,380,3057,NA,No,2755,NA,No,No,Yes,0.81,36,Yes,450,1.6,374,-5,New York Stock Exchange,Yes,99,Yes,4.5,-,60,286743.3,497,221,412.1,18.2,Yes,Yes,46.7,7.4,ENERGY,5.3,NA,No,48,118977.2,No,No,No,147.7,-5.3,NA,9.7,8.3,2026-09-11,VLO,32,15,10,0,15,10,10,92,118.33333333333333,25,TRUE,TRUE,Momentum Leader
6803,CRSR,Corsair Gaming Inc.,NA,4.1,5.2,5.5,13.63,6.4,0,0,2,3499.7,10346066,NA,0,A,No,No,No,No,No,0.68,11.8,0,1.75,28.64,0,0,41,173.53,18,-0.8,6.56,6.43,NA,7.2,3.3,-5,1,No,No,448.3,810.8,638.3,533.5,17,-42,4,228,-2,Yes,No,127.9,13.54,Computer-Hardware/Perip,NA,5.3,3,No,0.76,26.5,Yes,38,14,6.8,22.2,4.48,14.98,2,6,123,0.99,Yes,0,7.72,-9.6,98,99,98,1.91,19485,1359.8,4.89,108177,75,-28.7,5.5,51.3,A+,137.5,NA,81,7,A+,227.6,45,-8,21.4,9.1,11.8,71,1472.5,-105,-2,2167,NA,-3,1705,Yes,0.97,95,1231,NA,No,287,NA,No,No,No,1.01,91,Yes,2200,1.1,145,12,NASDAQ,No,99,Yes,2.2,Yes,94,46536,87,121,1172.7,-0.1,Yes,Yes,62.2,0.3,COMPUTER,6.4,NA,No,54,1451.7,Yes,No,No,48.8,-50.8,NA,-2,2.2,2026-09-11,CRSR,25,15,7,0,15,10,10,82,118.33333333333333,30,TRUE,FALSE,Momentum Leader
6962,DINO,HF Sinclair Corp.,NA,3.5,3.1,3.8,112.17,2.3,0,0,8,454.6,10143964,08/10/2026,0,A,No,No,No,No,Yes,1.09,5.9,2,1.97,15.29,2.8,5.59,28,42.26,7,2.7,3.98,4.05,NA,10.3,16.3,7,-7,Yes,Yes,190.7,261.9,291,256.4,23,2,-60,784,5,No,No,134,107.84,Oil&Gas-Refining/Mktg,NA,29.6,7,No,3.79,34.1,Yes,27,11,21.4,6,45.71,112.17,27,1,74,9.64,Yes,86,0.11,-3.86,98,98,98,0.69,238570,19225.5,3.73,177783.8,61.6,7.5,26.1,54.3,A+,91.2,NA,80,1,A,18.3,196,-29,18.1,2.2,8,63,26869,-89,53,401,NA,32.5,2668,Yes,0.12,147,2808,NA,No,883,NA,No,No,No,0.61,0,Yes,212,1.6,356,-6,New York Stock Exchange,Yes,98,Yes,1.86,-,26,167729.8,218,378,284,21.5,Yes,Yes,49.1,5.2,ENERGY,2.3,NA,Yes,54,21479.6,Yes,No,No,108.5,-31.1,NA,6.2,8.5,2026-09-11,DINO,35,15,10,0,15,10,10,95,118,30,FALSE,TRUE,Momentum Leader
9117,PARR,Par Pacific Holdings Inc.,NA,4.8,4.8,4.7,86.97,4.1,0,0,8,454.6,4673802,NA,0,B,No,No,No,No,Yes,1.43,9,0,1.84,8.64,0.16,0.16,6,19.79,5,6.4,5.82,6.24,NA,9.6,13.5,13,-1,Yes,Yes,1169.2,329,1759.2,1450.2,22,30,-28,325,27,No,No,140.9,84.65,Oil&Gas-Refining/Mktg,NA,29.6,7,No,4.86,74.3,Yes,27,5,-2.3,9.6,32.24,87.03,27,1,44,18,Yes,0,1.27,-2.73,98,97,98,0.78,73691,4164.8,5.63,50099.6,49,-49.7,12.2,52.9,A+,66.2,NA,79,1,B,22.8,166,-38,10.8,3.8,6.4,95,7464.6,-95,57,1943,NA,30.7,980,Yes,1.06,-9,549,NA,No,528,NA,No,No,No,0.49,40,Yes,556,1.7,183,-6,New York Stock Exchange,No,98,Yes,2.1,Yes,62,48694.9,248,6050,369.4,20.1,Yes,Yes,35,6,ENERGY,4.1,NA,No,63,5391,No,No,No,150.9,-42,NA,27.3,15.6,2026-09-11,PARR,35,15,7,0,15,10,10,92,117.66666666666667,35,TRUE,TRUE,Momentum Leader
6147,AYA,Aya Gold & Silver Inc.,NA,15.3,11.6,10.1,30.4,-3.3,2.2,2,0,852.6,7774405,NA,0,A,No,No,No,No,No,0.6,18.8,0,2.02,55.35,0,0,73,152.93,0,35.2,6.57,6.52,NA,0,0,0,0,No,Yes,0,438.9,0,0,21,-,-,-,14,No,No,94.7,27.97,Mining-Gold/Silver/Gems,NA,0,39,No,1.68,20.5,No,91,0,-12.6,5.6,8.59,30.4,132,75,54,0.72,Yes,0,-1.58,-7.99,98,92,96,1.12,18700,4098.2,6.11,144036.2,49.7,60,0.5,60,B-,60.4,NA,83,74,B,0,0,0,16.8,-1.8,1,73,202.1,-145,0,1637,NA,0,833,Yes,-0.45,0,1276,NA,No,235,NA,No,No,No,NA,14,No,435,1.3,542,417,NASDAQ,No,95,Yes,8.22,-,12,139879,339,-13,488.8,0,Yes,No,41.2,13,MINING,-3.3,NA,No,50,4069,No,No,No,143.6,-17.1,NA,13.8,35.7,2026-09-11,AYA,25,15,5,7,15,10,10,87,115.33333333333333,45,FALSE,FALSE,Momentum Leader
9545,RNG,RingCentral Inc. Cl A,NA,4,3.6,3.2,77.95,-6.1,1.8,2,0,5459.5,6185616,08/05/2026,0,A+,No,Yes,No,No,No,-3.15,8.1,0.7,0.87,10.31,0.42,0.43,44,217.46,13,2.2,5.64,4.7,NA,5.1,5.2,12,7,Yes,Yes,17.6,18.5,18.6,18.2,20,34,18,19,0,No,No,138.6,68.92,Comp Sftwr - Enterprise,NA,0,128,No,3.04,0,Yes,113,15,-12.5,8.5,24.14,77.95,125,8,68,4.73,Yes,12,-0.17,-11.58,98,96,96,1.8,104993,5815.4,4.47,73736.6,69.4,-47,8.6,83,A+,77.3,NA,89,10,B,4.8,15,11,20.3,-2.9,0.7,59,2515.1,15,6,18,NA,5.6,1914,Yes,-0.12,13,1044,NA,No,600,NA,No,No,Yes,1.97,39,No,15,2.2,20,5,New York Stock Exchange,No,96,Yes,-9.43,Yes,23,72490.5,20,19,17.5,5.3,Yes,No,53.8,12.6,SOFTWARE,-6.1,NA,No,80,7171.7,No,No,No,120.5,-52.1,NA,0,6,2026-09-11,RNG,10,8,5,0,15,10,10,58,116.66666666666667,30,FALSE,FALSE,Momentum Leader
7441,FRO,Frontline PLC,NA,2.9,3.5,4,49.56,6.7,0,0,9,82.4,9659307,09/17/2026,2.61,D,No,Yes,No,No,No,7.94,14.3,11.7,1.87,16.05,0,0,13,29.46,7,19.6,3.77,3.6,NA,42.4,58.2,15,-8,Yes,Yes,397.7,853,631.5,493.6,19,-,-7,663,3,No,No,125.5,49.21,Transportation-Ship,NA,18.8,22,No,1.51,109.4,Yes,48,7,13.6,6.7,20.47,49.56,24,4,44,6.67,Yes,0,1.67,-0.71,97,98,99,0.64,89316,10774.9,3.58,222622.9,44.5,71.2,29,32.5,A+,46.9,NA,89,2,B,8.1,477,-51,20.5,6.8,10.9,59,1196.7,-24,166,-24,NA,141.2,2193,Yes,0.81,1250,3707,NA,No,413,NA,No,No,No,5.58,77,Yes,746,1.8,1573,-4,New York Stock Exchange,Yes,98,Yes,3.47,Yes,90,143155.9,240,-33,1159.5,94.1,Yes,Yes,31.9,11.9,TRANSPORTATION,6.7,NA,No,31,13324.4,No,No,No,113.8,11.4,NA,15.6,69.9,2026-09-11,FRO,35,15,10,7,15,10,10,102,113,35,FALSE,TRUE,Breakout
